Unnamed: 0,team_number,EPA,Qualification_matches_played
77,673,24.46666666666667,0
78,689,24.46666666666667,0
79,701,24.46666666666667,0
80,724,24.46666666666667,0
81,731,24.46666666666667,0
82,750,24.46666666666667,0
83,753,24.46666666666667,0
84,755,24.46666666666667,0
85,772,24.46666666666667,0
86,965,24.46666666666667,0
87,1001,24.46666666666667,0
88,1002,24.46666666666667,0
89,1369,24.46666666666667,0
90,1622,24.46666666666667,0
91,1885,24.46666666666667,0
92,2408,24.46666666666667,0
93,2425,24.46666666666667,0
94,2818,24.46666666666667,0
95,2827,24.46666666666667,0
96,2835,24.46666666666667,0
97,2836,24.46666666666667,0
98,2844,24.46666666666667,0
99,2845,24.46666666666667,0
100,2856,24.46666666666667,0
101,2858,24.46666666666667,0
102,2866,24.46666666666667,0
103,2867,24.46666666666667,0
104,2879,24.46666666666667,0
105,2887,24.46666666666667,0
106,2897,24.46666666666667,0
107,2898,24.46666666666667,0
108,2901,24.46666666666667,0
109,2923,24.46666666666667,0
110,2930,24.46666666666667,0
111,2939,24.46666666666667,0
112,2944,24.46666666666667,0
113,2993,24.46666666666667,0
114,3006,24.46666666666667,0
115,3032,24.46666666666667,0
116,3033,24.46666666666667,0
117,3050,24.46666666666667,0
118,3058,24.46666666666667,0
119,3081,24.46666666666667,0
120,3093,24.46666666666667,0
121,3101,24.46666666666667,0
122,3116,24.46666666666667,0
123,3123,24.46666666666667,0
124,3188,24.46666666666667,0
125,3189,24.46666666666667,0
126,3208,24.46666666666667,0
127,3216,24.46666666666667,0
128,3221,24.46666666666667,0
129,3231,24.46666666666667,0
130,3296,24.46666666666667,0
131,3311,24.46666666666667,0
132,3351,24.46666666666667,0
133,3371,24.46666666666667,0
134,3385,24.46666666666667,0
135,3397,24.46666666666667,0
136,3409,24.46666666666667,0
137,3415,24.46666666666667,0
138,3470,24.46666666666667,0
139,3479,24.46666666666667,0
140,3486,24.46666666666667,0
141,3491,24.46666666666667,0
142,3500,24.46666666666667,0
143,3505,24.46666666666667,0
144,3507,24.46666666666667,0
145,3526,24.46666666666667,0
146,3537,24.46666666666667,0
147,3540,24.46666666666667,0
148,3543,24.46666666666667,0
149,3558,24.46666666666667,0
150,3565,24.46666666666667,0
151,3583,24.46666666666667,0
152,3587,24.46666666666667,0
153,3591,24.46666666666667,0
154,3592,24.46666666666667,0
155,3609,24.46666666666667,0
156,3615,24.46666666666667,0
157,3620,24.46666666666667,0
158,3621,24.46666666666667,0
159,3638,24.46666666666667,0
160,3640,24.46666666666667,0
161,3641,24.46666666666667,0
162,3650,24.46666666666667,0
163,3658,24.46666666666667,0
164,3664,24.46666666666667,0
165,3665,24.46666666666667,0
166,3666,24.46666666666667,0
167,3668,24.46666666666667,0
168,3670,24.46666666666667,0
169,3708,24.46666666666667,0
170,3734,24.46666666666667,0
171,3736,24.46666666666667,0
172,3737,24.46666666666667,0
173,3738,24.46666666666667,0
174,3744,24.46666666666667,0
175,3746,24.46666666666667,0
176,3747,24.46666666666667,0
177,3749,24.46666666666667,0
178,3750,24.46666666666667,0
179,3758,24.46666666666667,0
180,3763,24.46666666666667,0
181,3764,24.46666666666667,0
182,3766,24.46666666666667,0
183,3774,24.46666666666667,0
184,3777,24.46666666666667,0
185,3781,24.46666666666667,0
186,3788,24.46666666666667,0
187,3791,24.46666666666667,0
188,3795,24.46666666666667,0
189,3796,24.46666666666667,0
190,3804,24.46666666666667,0
191,3805,24.46666666666667,0
192,3819,24.46666666666667,0
193,3825,24.46666666666667,0
194,3830,24.46666666666667,0
195,3839,24.46666666666667,0
196,3846,24.46666666666667,0
197,3848,24.46666666666667,0
198,3861,24.46666666666667,0
199,3873,24.46666666666667,0
200,3888,24.46666666666667,0
201,3900,24.46666666666667,0
202,3903,24.46666666666667,0
203,3916,24.46666666666667,0
204,3922,24.46666666666667,0
205,3944,24.46666666666667,0
206,3954,24.46666666666667,0
207,3963,24.46666666666667,0
208,3965,24.46666666666667,0
209,3977,24.46666666666667,0
210,3981,24.46666666666667,0
211,4008,24.46666666666667,0
212,4017,24.46666666666667,0
213,4029,24.46666666666667,0
214,4042,24.46666666666667,0
215,4053,24.46666666666667,0
216,4054,24.46666666666667,0
217,4087,24.46666666666667,0
218,4096,24.46666666666667,0
219,4097,24.46666666666667,0
220,4100,24.46666666666667,0
221,4102,24.46666666666667,0
222,4104,24.46666666666667,0
223,4106,24.46666666666667,0
224,4115,24.46666666666667,0
225,4116,24.46666666666667,0
226,4130,24.46666666666667,0
227,4133,24.46666666666667,0
228,4137,24.46666666666667,0
229,4149,24.46666666666667,0
230,4150,24.46666666666667,0
231,4153,24.46666666666667,0
232,4155,24.46666666666667,0
233,4156,24.46666666666667,0
234,4169,24.46666666666667,0
235,4174,24.46666666666667,0
236,4175,24.46666666666667,0
237,4177,24.46666666666667,0
238,4185,24.46666666666667,0
239,4193,24.46666666666667,0
240,4194,24.46666666666667,0
241,4200,24.46666666666667,0
242,4215,24.46666666666667,0
243,4216,24.46666666666667,0
244,4221,24.46666666666667,0
245,4224,24.46666666666667,0
246,4227,24.46666666666667,0
247,4228,24.46666666666667,0
248,4232,24.46666666666667,0
249,4234,24.46666666666667,0
250,4237,24.46666666666667,0
251,4239,24.46666666666667,0
252,4243,24.46666666666667,0
253,4250,24.46666666666667,0
254,4262,24.46666666666667,0
255,4266,24.46666666666667,0
256,4267,24.46666666666667,0
257,4273,24.46666666666667,0
258,4286,24.46666666666667,0
259,4324,24.46666666666667,0
260,4326,24.46666666666667,0
261,4327,24.46666666666667,0
262,4328,24.46666666666667,0
263,4345,24.46666666666667,0
264,4347,24.46666666666667,0
265,4348,24.46666666666667,0
266,4357,24.46666666666667,0
267,4358,24.46666666666667,0
268,4360,24.46666666666667,0
269,4361,24.46666666666667,0
270,4366,24.46666666666667,0
271,4378,24.46666666666667,0
272,4389,24.46666666666667,0
273,4400,24.46666666666667,0
274,4408,24.46666666666667,0
275,4410,24.46666666666667,0
276,4416,24.46666666666667,0
277,4417,24.46666666666667,0
278,4419,24.46666666666667,0
279,4443,24.46666666666667,0
280,4444,24.46666666666667,0
281,4451,24.46666666666667,0
282,4454,24.46666666666667,0
283,4466,24.46666666666667,0
284,4475,24.46666666666667,0
285,4480,24.46666666666667,0
286,4486,24.46666666666667,0
287,4509,24.46666666666667,0
288,4511,24.46666666666667,0
289,4512,24.46666666666667,0
290,4531,24.46666666666667,0
291,4537,24.46666666666667,0
292,4545,24.46666666666667,0
293,4546,24.46666666666667,0
294,4600,24.46666666666667,0
295,4601,24.46666666666667,0
296,4602,24.46666666666667,0
297,4605,24.46666666666667,0
298,4622,24.46666666666667,0
299,4625,24.46666666666667,0
300,4628,24.46666666666667,0
301,4634,24.46666666666667,0
302,4641,24.46666666666667,0
303,4644,24.46666666666667,0
304,4650,24.46666666666667,0
305,4653,24.46666666666667,0
306,4654,24.46666666666667,0
307,4705,24.46666666666667,0
308,4707,24.46666666666667,0
309,4711,24.46666666666667,0
310,4717,24.46666666666667,0
311,4719,24.46666666666667,0
312,4720,24.46666666666667,0
313,4721,24.46666666666667,0
314,4745,24.46666666666667,0
315,4774,24.46666666666667,0
316,4780,24.46666666666667,0
317,4781,24.46666666666667,0
318,4782,24.46666666666667,0
319,4783,24.46666666666667,0
320,4784,24.46666666666667,0
321,4785,24.46666666666667,0
322,4798,24.46666666666667,0
323,4809,24.46666666666667,0
324,4812,24.46666666666667,0
325,4813,24.46666666666667,0
326,4848,24.46666666666667,0
327,4849,24.46666666666667,0
328,4859,24.46666666666667,0
329,4885,24.46666666666667,0
330,4886,24.46666666666667,0
331,4890,24.46666666666667,0
332,4894,24.46666666666667,0
333,4895,24.46666666666667,0
334,4897,24.46666666666667,0
335,4902,24.46666666666667,0
336,4906,24.46666666666667,0
337,4914,24.46666666666667,0
338,4921,24.46666666666667,0
339,4924,24.46666666666667,0
340,4933,24.46666666666667,0
341,4936,24.46666666666667,0
342,4943,24.46666666666667,0
343,4946,24.46666666666667,0
344,4947,24.46666666666667,0
345,4949,24.46666666666667,0
346,4950,24.46666666666667,0
347,4951,24.46666666666667,0
348,4957,24.46666666666667,0
349,4962,24.46666666666667,0
350,4964,24.46666666666667,0
351,4965,24.46666666666667,0
352,4969,24.46666666666667,0
353,4970,24.46666666666667,0
354,4982,24.46666666666667,0
355,4991,24.46666666666667,0
356,4992,24.46666666666667,0
357,4995,24.46666666666667,0
358,4997,24.46666666666667,0
359,4998,24.46666666666667,0
360,5009,24.46666666666667,0
361,5011,24.46666666666667,0
362,5014,24.46666666666667,0
363,5015,24.46666666666667,0
364,5017,24.46666666666667,0
365,5020,24.46666666666667,0
366,5026,24.46666666666667,0
367,5037,24.46666666666667,0
368,5039,24.46666666666667,0
369,5040,24.46666666666667,0
370,5044,24.46666666666667,0
371,5053,24.46666666666667,0
372,5060,24.46666666666667,0
373,5062,24.46666666666667,0
374,5063,24.46666666666667,0
375,5064,24.46666666666667,0
376,5070,24.46666666666667,0
377,5072,24.46666666666667,0
378,5086,24.46666666666667,0
379,5094,24.46666666666667,0
380,5095,24.46666666666667,0
381,5100,24.46666666666667,0
382,5105,24.46666666666667,0
383,5108,24.46666666666667,0
384,5110,24.46666666666667,0
385,5115,24.46666666666667,0
386,5118,24.46666666666667,0
387,5119,24.46666666666667,0
388,5125,24.46666666666667,0
389,5126,24.46666666666667,0
390,5131,24.46666666666667,0
391,5136,24.46666666666667,0
392,5140,24.46666666666667,0
393,5141,24.46666666666667,0
394,5143,24.46666666666667,0
395,5153,24.46666666666667,0
396,5155,24.46666666666667,0
397,5158,24.46666666666667,0
398,5159,24.46666666666667,0
399,5161,24.46666666666667,0
400,5175,24.46666666666667,0
401,5178,24.46666666666667,0
402,5187,24.46666666666667,0
403,5188,24.46666666666667,0
404,5189,24.46666666666667,0
405,5196,24.46666666666667,0
406,5198,24.46666666666667,0
407,5199,24.46666666666667,0
408,5206,24.46666666666667,0
409,5214,24.46666666666667,0
410,5218,24.46666666666667,0
411,5223,24.46666666666667,0
412,5225,24.46666666666667,0
413,5227,24.46666666666667,0
414,5233,24.46666666666667,0
415,5237,24.46666666666667,0
416,5243,24.46666666666667,0
417,5248,24.46666666666667,0
418,5250,24.46666666666667,0
419,5262,24.46666666666667,0
420,5270,24.46666666666667,0
421,5273,24.46666666666667,0
422,5276,24.46666666666667,0
423,5283,24.46666666666667,0
424,5285,24.46666666666667,0
425,5289,24.46666666666667,0
426,5290,24.46666666666667,0
427,5291,24.46666666666667,0
428,5292,24.46666666666667,0
429,5300,24.46666666666667,0
430,5309,24.46666666666667,0
431,5319,24.46666666666667,0
432,5320,24.46666666666667,0
433,5321,24.46666666666667,0
434,5325,24.46666666666667,0
435,5356,24.46666666666667,0
436,5361,24.46666666666667,0
437,5363,24.46666666666667,0
438,5383,24.46666666666667,0
439,5384,24.46666666666667,0
440,5385,24.46666666666667,0
441,5386,24.46666666666667,0
442,5387,24.46666666666667,0
443,5389,24.46666666666667,0
444,5390,24.46666666666667,0
445,5395,24.46666666666667,0
446,5397,24.46666666666667,0
447,5398,24.46666666666667,0
448,5404,24.46666666666667,0
449,5411,24.46666666666667,0
450,5421,24.46666666666667,0
451,5422,24.46666666666667,0
452,5429,24.46666666666667,0
453,5436,24.46666666666667,0
454,5437,24.46666666666667,0
455,5439,24.46666666666667,0
456,5440,24.46666666666667,0
457,5445,24.46666666666667,0
458,5467,24.46666666666667,0
459,5470,24.46666666666667,0
460,5477,24.46666666666667,0
461,5481,24.46666666666667,0
462,5484,24.46666666666667,0
463,5485,24.46666666666667,0
464,5488,24.46666666666667,0
465,5495,24.46666666666667,0
466,5498,24.46666666666667,0
467,5501,24.46666666666667,0
468,5505,24.46666666666667,0
469,5514,24.46666666666667,0
470,5518,24.46666666666667,0
471,5527,24.46666666666667,0
472,5543,24.46666666666667,0
473,5549,24.46666666666667,0
474,5553,24.46666666666667,0
475,5559,24.46666666666667,0
476,5560,24.46666666666667,0
477,5573,24.46666666666667,0
478,5598,24.46666666666667,0
479,5604,24.46666666666667,0
480,5618,24.46666666666667,0
481,5619,24.46666666666667,0
482,5627,24.46666666666667,0
483,5628,24.46666666666667,0
484,5641,24.46666666666667,0
485,5661,24.46666666666667,0
486,5663,24.46666666666667,0
487,5667,24.46666666666667,0
488,5670,24.46666666666667,0
489,5681,24.46666666666667,0
490,5683,24.46666666666667,0
491,5686,24.46666666666667,0
492,5703,24.46666666666667,0
493,5709,24.46666666666667,0
494,5710,24.46666666666667,0
495,5713,24.46666666666667,0
496,5717,24.46666666666667,0
497,5738,24.46666666666667,0
498,5741,24.46666666666667,0
499,5754,24.46666666666667,0
500,5762,24.46666666666667,0
501,5772,24.46666666666667,0
502,5773,24.46666666666667,0
503,5784,24.46666666666667,0
504,5795,24.46666666666667,0
505,5828,24.46666666666667,0
506,5843,24.46666666666667,0
507,5881,24.46666666666667,0
508,5889,24.46666666666667,0
509,5890,24.46666666666667,0
510,5891,24.46666666666667,0
511,5893,24.46666666666667,0
512,5897,24.46666666666667,0
513,5898,24.46666666666667,0
514,5899,24.46666666666667,0
515,5902,24.46666666666667,0
516,5904,24.46666666666667,0
517,5905,24.46666666666667,0
518,5906,24.46666666666667,0
519,5907,24.46666666666667,0
520,5911,24.46666666666667,0
521,5913,24.46666666666667,0
522,5919,24.46666666666667,0
523,5921,24.46666666666667,0
524,5951,24.46666666666667,0
525,5953,24.46666666666667,0
526,5954,24.46666666666667,0
527,5957,24.46666666666667,0
528,5960,24.46666666666667,0
529,5962,24.46666666666667,0
530,5967,24.46666666666667,0
531,5968,24.46666666666667,0
532,5971,24.46666666666667,0
533,5975,24.46666666666667,0
534,5976,24.46666666666667,0
535,5979,24.46666666666667,0
536,5980,24.46666666666667,0
537,6010,24.46666666666667,0
538,6016,24.46666666666667,0
539,6025,24.46666666666667,0
540,6032,24.46666666666667,0
541,6037,24.46666666666667,0
542,6038,24.46666666666667,0
543,6040,24.46666666666667,0
544,6042,24.46666666666667,0
545,6047,24.46666666666667,0
546,6050,24.46666666666667,0
547,6051,24.46666666666667,0
548,6055,24.46666666666667,0
549,6069,24.46666666666667,0
550,6072,24.46666666666667,0
551,6073,24.46666666666667,0
552,6078,24.46666666666667,0
553,6079,24.46666666666667,0
554,6085,24.46666666666667,0
555,6088,24.46666666666667,0
556,6090,24.46666666666667,0
557,6093,24.46666666666667,0
558,6101,24.46666666666667,0
559,6102,24.46666666666667,0
560,6103,24.46666666666667,0
561,6121,24.46666666666667,0
562,6128,24.46666666666667,0
563,6133,24.46666666666667,0
564,6134,24.46666666666667,0
565,6147,24.46666666666667,0
566,6155,24.46666666666667,0
567,6158,24.46666666666667,0
568,6163,24.46666666666667,0
569,6165,24.46666666666667,0
570,6168,24.46666666666667,0
571,6169,24.46666666666667,0
572,6174,24.46666666666667,0
573,6175,24.46666666666667,0
574,6183,24.46666666666667,0
575,6184,24.46666666666667,0
576,6188,24.46666666666667,0
577,6189,24.46666666666667,0
578,6190,24.46666666666667,0
579,6191,24.46666666666667,0
580,6194,24.46666666666667,0
581,6198,24.46666666666667,0
582,6199,24.46666666666667,0
583,6200,24.46666666666667,0
584,6205,24.46666666666667,0
585,6206,24.46666666666667,0
586,6209,24.46666666666667,0
587,6210,24.46666666666667,0
588,6220,24.46666666666667,0
589,6221,24.46666666666667,0
590,6226,24.46666666666667,0
591,6252,24.46666666666667,0
592,6255,24.46666666666667,0
593,6272,24.46666666666667,0
594,6273,24.46666666666667,0
595,6278,24.46666666666667,0
596,6281,24.46666666666667,0
597,6282,24.46666666666667,0
598,6283,24.46666666666667,0
599,6284,24.46666666666667,0
600,6285,24.46666666666667,0
601,6286,24.46666666666667,0
602,6294,24.46666666666667,0
603,6297,24.46666666666667,0
604,6298,24.46666666666667,0
605,6299,24.46666666666667,0
606,6302,24.46666666666667,0
607,6308,24.46666666666667,0
608,6321,24.46666666666667,0
609,6322,24.46666666666667,0
610,6323,24.46666666666667,0
611,6325,24.46666666666667,0
612,6340,24.46666666666667,0
613,6341,24.46666666666667,0
614,6347,24.46666666666667,0
615,6357,24.46666666666667,0
616,6366,24.46666666666667,0
617,6369,24.46666666666667,0
618,6371,24.46666666666667,0
619,6372,24.46666666666667,0
620,6373,24.46666666666667,0
621,6378,24.46666666666667,0
622,6382,24.46666666666667,0
623,6383,24.46666666666667,0
624,6387,24.46666666666667,0
625,6390,24.46666666666667,0
626,6402,24.46666666666667,0
627,6406,24.46666666666667,0
628,6407,24.46666666666667,0
629,6417,24.46666666666667,0
630,6418,24.46666666666667,0
631,6420,24.46666666666667,0
632,6424,24.46666666666667,0
633,6426,24.46666666666667,0
634,6427,24.46666666666667,0
635,6433,24.46666666666667,0
636,6436,24.46666666666667,0
637,6437,24.46666666666667,0
638,6438,24.46666666666667,0
639,6448,24.46666666666667,0
640,6453,24.46666666666667,0
641,6454,24.46666666666667,0
642,6455,24.46666666666667,0
643,6458,24.46666666666667,0
644,6460,24.46666666666667,0
645,6475,24.46666666666667,0
646,6482,24.46666666666667,0
647,6494,24.46666666666667,0
648,6496,24.46666666666667,0
649,6499,24.46666666666667,0
650,6510,24.46666666666667,0
651,6516,24.46666666666667,0
652,6518,24.46666666666667,0
653,6522,24.46666666666667,0
654,6527,24.46666666666667,0
655,6532,24.46666666666667,0
656,6540,24.46666666666667,0
657,6545,24.46666666666667,0
658,6546,24.46666666666667,0
659,6547,24.46666666666667,0
660,6549,24.46666666666667,0
661,6552,24.46666666666667,0
662,6556,24.46666666666667,0
663,6559,24.46666666666667,0
664,6564,24.46666666666667,0
665,6566,24.46666666666667,0
666,6567,24.46666666666667,0
667,6582,24.46666666666667,0
668,6584,88.00208333333336,6
669,6596,24.46666666666667,0
670,6600,24.46666666666667,0
671,6603,24.46666666666667,0
672,6606,24.46666666666667,0
673,6613,24.46666666666667,0
674,6625,24.46666666666667,0
675,6633,24.46666666666667,0
676,6635,24.46666666666667,0
677,6638,24.46666666666667,0
678,6640,24.46666666666667,0
679,6645,24.46666666666667,0
680,6652,24.46666666666667,0
681,6661,24.46666666666667,0
682,6662,24.46666666666667,0
683,6666,24.46666666666667,0
684,6676,24.46666666666667,0
685,6699,24.46666666666667,0
686,6704,24.46666666666667,0
687,6708,24.46666666666667,0
688,6712,24.46666666666667,0
689,6717,24.46666666666667,0
690,6719,24.46666666666667,0
691,6727,24.46666666666667,0
692,6731,24.46666666666667,0
693,6735,24.46666666666667,0
694,6762,24.46666666666667,0
695,6780,24.46666666666667,0
696,6811,24.46666666666667,0
697,6831,24.46666666666667,0
698,6832,24.46666666666667,0
699,6837,24.46666666666667,0
700,6872,24.46666666666667,0
701,6889,24.46666666666667,0
702,6892,24.46666666666667,0
703,6899,24.46666666666667,0
704,6901,24.46666666666667,0
705,6914,24.46666666666667,0
706,6934,24.46666666666667,0
707,6936,24.46666666666667,0
708,6942,24.46666666666667,0
709,6945,24.46666666666667,0
710,6949,24.46666666666667,0
711,6955,24.46666666666667,0
712,6962,24.46666666666667,0
713,6964,24.46666666666667,0
714,6973,24.46666666666667,0
715,6974,24.46666666666667,0
716,6976,24.46666666666667,0
717,6981,24.46666666666667,0
718,6983,24.46666666666667,0
719,6984,24.46666666666667,0
720,6985,24.46666666666667,0
721,6988,24.46666666666667,0
722,6989,24.46666666666667,0
723,6990,24.46666666666667,0
724,6996,24.46666666666667,0
725,7000,24.46666666666667,0
726,7002,24.46666666666667,0
727,7006,24.46666666666667,0
728,7017,24.46666666666667,0
729,7021,24.46666666666667,0
730,7026,24.46666666666667,0
731,7030,24.46666666666667,0
732,7031,24.46666666666667,0
733,7034,24.46666666666667,0
734,7035,24.46666666666667,0
735,7039,24.46666666666667,0
736,7040,24.46666666666667,0
737,7043,24.46666666666667,0
738,7045,24.46666666666667,0
739,7046,24.46666666666667,0
740,7047,24.46666666666667,0
741,7048,24.46666666666667,0
742,7049,24.46666666666667,0
743,7053,24.46666666666667,0
744,7064,24.46666666666667,0
745,7065,24.46666666666667,0
746,7078,24.46666666666667,0
747,7079,24.46666666666667,0
748,7080,24.46666666666667,0
749,7082,24.46666666666667,0
750,7083,24.46666666666667,0
751,7085,24.46666666666667,0
752,7090,24.46666666666667,0
753,7093,24.46666666666667,0
754,7095,24.46666666666667,0
755,7100,24.46666666666667,0
756,7105,24.46666666666667,0
757,7110,24.46666666666667,0
758,7120,24.46666666666667,0
759,7128,24.46666666666667,0
760,7129,24.46666666666667,0
761,7130,24.46666666666667,0
762,7135,24.46666666666667,0
763,7136,24.46666666666667,0
764,7139,24.46666666666667,0
765,7140,24.46666666666667,0
766,7149,24.46666666666667,0
767,7153,24.46666666666667,0
768,7156,24.46666666666667,0
769,7159,24.46666666666667,0
770,7161,24.46666666666667,0
771,7163,24.46666666666667,0
772,7164,24.46666666666667,0
773,7172,24.46666666666667,0
774,7175,24.46666666666667,0
775,7193,24.46666666666667,0
776,7196,24.46666666666667,0
777,7198,24.46666666666667,0
778,7209,24.46666666666667,0
779,7215,24.46666666666667,0
780,7224,24.46666666666667,0
781,7229,24.46666666666667,0
782,7230,24.46666666666667,0
783,7231,24.46666666666667,0
784,7234,24.46666666666667,0
785,7238,24.46666666666667,0
786,7242,24.46666666666667,0
787,7244,24.46666666666667,0
788,7245,24.46666666666667,0
789,7247,24.46666666666667,0
790,7248,24.46666666666667,0
791,7251,24.46666666666667,0
792,7252,24.46666666666667,0
793,7253,24.46666666666667,0
794,7254,24.46666666666667,0
795,7255,24.46666666666667,0
796,7258,24.46666666666667,0
797,7259,24.46666666666667,0
798,7265,24.46666666666667,0
799,7277,24.46666666666667,0
800,7278,24.46666666666667,0
801,7281,24.46666666666667,0
802,7283,24.46666666666667,0
803,7288,24.46666666666667,0
804,7290,24.46666666666667,0
805,7299,24.46666666666667,0
806,7303,24.46666666666667,0
807,7305,24.46666666666667,0
808,7314,24.46666666666667,0
809,7316,24.46666666666667,0
810,7317,24.46666666666667,0
811,7318,24.46666666666667,0
812,7324,24.46666666666667,0
813,7330,24.46666666666667,0
814,7332,24.46666666666667,0
815,7341,24.46666666666667,0
816,7346,24.46666666666667,0
817,7350,24.46666666666667,0
818,7357,24.46666666666667,0
819,7360,24.46666666666667,0
820,7366,24.46666666666667,0
821,7373,24.46666666666667,0
822,7390,24.46666666666667,0
823,7393,24.46666666666667,0
824,7400,24.46666666666667,0
825,7403,24.46666666666667,0
826,7407,24.46666666666667,0
827,7414,24.46666666666667,0
828,7416,24.46666666666667,0
829,7417,24.46666666666667,0
830,7418,24.46666666666667,0
831,7419,24.46666666666667,0
832,7420,24.46666666666667,0
833,7423,24.46666666666667,0
834,7424,24.46666666666667,0
835,7438,24.46666666666667,0
836,7444,24.46666666666667,0
837,7460,24.46666666666667,0
838,7462,24.46666666666667,0
839,7467,24.46666666666667,0
840,7470,24.46666666666667,0
841,7473,24.46666666666667,0
842,7474,24.46666666666667,0
843,7477,24.46666666666667,0
844,7482,24.46666666666667,0
845,7486,24.46666666666667,0
846,7487,24.46666666666667,0
847,7491,24.46666666666667,0
848,7495,24.46666666666667,0
849,7496,24.46666666666667,0
850,7497,24.46666666666667,0
851,7498,24.46666666666667,0
852,7499,24.46666666666667,0
853,7506,24.46666666666667,0
854,7518,24.46666666666667,0
855,7519,24.46666666666667,0
856,7525,24.46666666666667,0
857,7532,24.46666666666667,0
858,7547,24.46666666666667,0
859,7550,24.46666666666667,0
860,7553,24.46666666666667,0
861,7571,24.46666666666667,0
862,7572,24.46666666666667,0
863,7584,24.46666666666667,0
864,7588,24.46666666666667,0
865,7591,24.46666666666667,0
866,7592,24.46666666666667,0
867,7593,24.46666666666667,0
868,7601,24.46666666666667,0
869,7604,24.46666666666667,0
870,7609,24.46666666666667,0
871,7610,24.46666666666667,0
872,7613,24.46666666666667,0
873,7615,24.46666666666667,0
874,7627,24.46666666666667,0
875,7631,24.46666666666667,0
876,7641,24.46666666666667,0
877,7643,24.46666666666667,0
878,7645,24.46666666666667,0
879,7662,24.46666666666667,0
880,7668,24.46666666666667,0
881,7673,24.46666666666667,0
882,7676,24.46666666666667,0
883,7678,24.46666666666667,0
884,7689,24.46666666666667,0
885,7693,24.46666666666667,0
886,7715,24.46666666666667,0
887,7716,24.46666666666667,0
888,7719,24.46666666666667,0
889,7729,24.46666666666667,0
890,7732,24.46666666666667,0
891,7742,24.46666666666667,0
892,7743,24.46666666666667,0
893,7759,24.46666666666667,0
894,7760,24.46666666666667,0
895,7767,24.46666666666667,0
896,7772,24.46666666666667,0
897,7783,24.46666666666667,0
898,7786,24.46666666666667,0
899,7788,24.46666666666667,0
900,7792,24.46666666666667,0
901,7797,24.46666666666667,0
902,7802,24.46666666666667,0
903,7804,24.46666666666667,0
904,7813,24.46666666666667,0
905,7823,24.46666666666667,0
906,7826,24.46666666666667,0
907,7830,24.46666666666667,0
908,7831,24.46666666666667,0
909,7832,24.46666666666667,0
910,7833,24.46666666666667,0
911,7834,24.46666666666667,0
912,7835,24.46666666666667,0
913,7837,24.46666666666667,0
914,7841,24.46666666666667,0
915,7842,24.46666666666667,0
916,7844,24.46666666666667,0
917,7854,24.46666666666667,0
918,7878,24.46666666666667,0
919,7880,24.46666666666667,0
920,7883,24.46666666666667,0
921,7890,24.46666666666667,0
922,7896,24.46666666666667,0
923,7897,24.46666666666667,0
924,7898,24.46666666666667,0
925,7899,24.46666666666667,0
926,7900,24.46666666666667,0
927,7904,24.46666666666667,0
928,7911,24.46666666666667,0
929,7924,24.46666666666667,0
930,7935,24.46666666666667,0
931,7951,24.46666666666667,0
932,7953,24.46666666666667,0
933,7959,24.46666666666667,0
934,7961,24.46666666666667,0
