,team_number,ELO,Qualification_matches_played
3127,15362,1500,0
3128,15365,1500,0
3129,15369,1500,0
3130,15371,1500,0
3131,15372,1500,0
3132,15373,1500,0
3133,15374,1500,0
3134,15375,1500,0
3135,15379,1500,0
3136,15381,1500,0
3137,15382,1500,0
3138,15385,1500,0
3139,15387,1500,0
3140,15389,1500,0
3141,15395,1500,0
3142,15397,1500,0
3143,15399,1500,0
3144,15400,1500,0
3145,15401,1500,0
3146,15403,1500,0
3147,15404,1500,0
3148,15405,1500,0
3149,15406,1500,0
3150,15408,1500,0
3151,15410,1500,0
3152,15411,1500,0
3153,15413,1500,0
3154,15419,1500,0
3155,15422,1500,0
3156,15425,1500,0
3157,15435,1500,0
3158,15436,1500,0
3159,15439,1500,0
3160,15446,1500,0
3161,15447,1500,0
3162,15450,1500,0
3163,15451,1500,0
3164,15453,1500,0
3165,15455,1500,0
3166,15458,1500,0
3167,15461,1500,0
3168,15465,1500,0
3169,15469,1500,0
3170,15471,1500,0
3171,15476,1500,0
3172,15477,1500,0
3173,15479,1500,0
3174,15480,1500,0
3175,15484,1500,0
3176,15485,1500,0
3177,15486,1500,0
3178,15487,1500,0
3179,15488,1500,0
3180,15491,1500,0
3181,15492,1500,0
3182,15493,1500,0
3183,15496,1500,0
3184,15497,1500,0
3185,15500,1500,0
3186,15501,1500,0
3187,15504,1500,0
3188,15510,1500,0
3189,15516,1500,0
3190,15521,1500,0
3191,15522,1500,0
3192,15523,1500,0
3193,15524,1500,0
3194,15527,1500,0
3195,15534,1500,0
3196,15544,1500,0
3197,15546,1500,0
3198,15547,1500,0
3199,15549,1500,0
3200,15550,1500,0
3201,15553,1500,0
3202,15555,1500,0
3203,15562,1500,0
3204,15569,1500,0
3205,15571,1500,0
3206,15580,1500,0
3207,15583,1500,0
3208,15584,1500,0
3209,15585,1500,0
3210,15589,1500,0
3211,15592,1500,0
3212,15594,1500,0
3213,15595,1500,0
3214,15596,1500,0
3215,15597,1500,0
3216,15600,1500,0
3217,15604,1500,0
3218,15622,1500,0
3219,15626,1500,0
3220,15633,1500,0
3221,15634,1500,0
3222,15637,1500,0
3223,15638,1500,0
3224,15639,1500,0
3225,15640,1500,0
3226,15643,1500,0
3227,15649,1500,0
3228,15650,1500,0
3229,15652,1500,0
3230,15654,1500,0
3231,15655,1500,0
3232,15657,1500,0
3233,15658,1500,0
3234,15659,1500,0
3235,15661,1500,0
3236,15662,1500,0
3237,15663,1500,0
3238,15664,1500,0
3239,15665,1500,0
3240,15668,1500,0
3241,15669,1500,0
3242,15672,1500,0
3243,15677,1500,0
3244,15680,1500,0
3245,15689,1500,0
3246,15703,1500,0
3247,15704,1500,0
3248,15706,1500,0
3249,15707,1500,0
3250,15715,1500,0
3251,15716,1500,0
3252,15719,1500,0
3253,15720,1500,0
3254,15721,1500,0
3255,15722,1500,0
3256,15724,1500,0
3257,15725,1500,0
3258,15726,1500,0
3259,15736,1500,0
3260,15738,1500,0
3261,15740,1500,0
3262,15747,1500,0
3263,15749,1500,0
3264,15755,1500,0
3265,15758,1500,0
3266,15762,1500,0
3267,15764,1500,0
3268,15768,1500,0
3269,15770,1500,0
3270,15773,1500,0
3271,15776,1500,0
3272,15781,1500,0
3273,15783,1500,0
3274,15784,1500,0
3275,15786,1500,0
3276,15789,1500,0
3277,15809,1500,0
3278,15811,1500,0
3279,15814,1500,0
3280,15815,1500,0
3281,15819,1500,0
3282,15827,1500,0
3283,15830,1500,0
3284,15831,1500,0
3285,15832,1500,0
3286,15833,1500,0
3287,15834,1500,0
3288,15835,1500,0
3289,15837,1500,0
3290,15838,1500,0
3291,15839,1500,0
3292,15840,1500,0
3293,15841,1500,0
3294,15842,1500,0
3295,15843,1500,0
3296,15844,1500,0
3297,15845,1500,0
3298,15847,1500,0
3299,15848,1500,0
3300,15849,1500,0
3301,15850,1500,0
3302,15852,1500,0
3303,15856,1500,0
3304,15857,1500,0
3305,15858,1500,0
3306,15859,1500,0
3307,15861,1500,0
3308,15862,1500,0
3309,15863,1500,0
3310,15864,1500,0
3311,15865,1500,0
3312,15866,1500,0
3313,15867,1500,0
3314,15868,1500,0
3315,15869,1500,0
3316,15870,1500,0
3317,15871,1500,0
3318,15872,1500,0
3319,15874,1500,0
3320,15875,1500,0
3321,15877,1500,0
3322,15878,1500,0
3323,15884,1500,0
3324,15886,1500,0
3325,15887,1500,0
3326,15889,1500,0
3327,15891,1500,0
3328,15903,1500,0
3329,15909,1500,0
3330,15912,1500,0
3331,15923,1500,0
3332,15926,1500,0
3333,15930,1500,0
3334,15931,1500,0
3335,15932,1500,0
3336,15941,1500,0
3337,15943,1500,0
3338,15947,1500,0
3339,15957,1500,0
3340,15959,1500,0
3341,15965,1500,0
3342,15966,1500,0
3343,15969,1500,0
3344,15972,1500,0
3345,15975,1500,0
3346,15982,1500,0
3347,15989,1500,0
3348,15991,1500,0
3349,15993,1500,0
3350,15996,1500,0
3351,16000,1500,0
3352,16001,1500,0
3353,16008,1500,0
3354,16010,1500,0
3355,16011,1500,0
3356,16012,1500,0
3357,16015,1500,0
3358,16021,1500,0
3359,16026,1500,0
3360,16028,1500,0
3361,16029,1500,0
3362,16030,1500,0
3363,16031,1500,0
3364,16032,1500,0
3365,16033,1500,0
3366,16038,1500,0
3367,16041,1500,0
3368,16043,1500,0
3369,16044,1500,0
3370,16046,1500,0
3371,16049,1500,0
3372,16050,1500,0
3373,16051,1500,0
3374,16052,1500,0
3375,16053,1500,0
3376,16054,1500,0
3377,16055,1500,0
3378,16056,1500,0
3379,16057,1500,0
3380,16058,1500,0
3381,16060,1500,0
3382,16061,1500,0
3383,16062,1500,0
3384,16063,1500,0
3385,16067,1500,0
3386,16068,1500,0
3387,16072,1500,0
3388,16075,1500,0
3389,16076,1500,0
3390,16077,1500,0
3391,16078,1500,0
3392,16079,1500,0
3393,16080,1500,0
3394,16081,1500,0
3395,16082,1500,0
3396,16087,1500,0
3397,16090,1500,0
3398,16091,1500,0
3399,16093,1500,0
3400,16096,1500,0
3401,16102,1500,0
3402,16107,1500,0
3403,16113,1500,0
3404,16115,1500,0
3405,16117,1500,0
3406,16118,1500,0
3407,16125,1500,0
3408,16126,1500,0
3409,16127,1500,0
3410,16129,1500,0
3411,16132,1500,0
3412,16133,1500,0
3413,16139,1500,0
3414,16140,1500,0
3415,16143,1500,0
3416,16145,1500,0
3417,16147,1500,0
3418,16151,1500,0
3419,16155,1500,0
3420,16158,1500,0
3421,16159,1500,0
3422,16161,1500,0
3423,16162,1500,0
3424,16163,1500,0
3425,16166,1500,0
3426,16169,1500,0
3427,16174,1500,0
3428,16176,1500,0
3429,16177,1500,0
3430,16179,1500,0
3431,16180,1500,0
3432,16183,1500,0
3433,16184,1500,0
3434,16187,1500,0
3435,16188,1500,0
3436,16191,1500,0
3437,16192,1500,0
3438,16193,1500,0
3439,16194,1500,0
3440,16195,1500,0
3441,16203,1500,0
3442,16204,1500,0
3443,16205,1500,0
3444,16207,1500,0
3445,16208,1500,0
3446,16209,1500,0
3447,16212,1500,0
3448,16214,1500,0
3449,16215,1500,0
3450,16216,1500,0
3451,16217,1500,0
3452,16220,1500,0
3453,16221,1500,0
3454,16222,1500,0
3455,16223,1500,0
3456,16225,1500,0
3457,16226,1500,0
3458,16232,1500,0
3459,16234,1500,0
3460,16235,1500,0
3461,16236,1500,0
3462,16240,1500,0
3463,16244,1500,0
3464,16247,1500,0
3465,16249,1500,0
3466,16250,1500,0
3467,16251,1500,0
3468,16252,1500,0
3469,16253,1500,0
3470,16255,1500,0
3471,16261,1500,0
3472,16265,1500,0
3473,16266,1500,0
3474,16267,1500,0
3475,16269,1500,0
3476,16270,1500,0
3477,16271,1500,0
3478,16272,1500,0
3479,16273,1500,0
3480,16276,1500,0
3481,16277,1500,0
3482,16278,1500,0
3483,16279,1500,0
3484,16282,1500,0
3485,16283,1500,0
3486,16284,1500,0
3487,16287,1500,0
3488,16290,1500,0
3489,16292,1500,0
3490,16295,1500,0
3491,16296,1500,0
3492,16297,1500,0
3493,16302,1500,0
3494,16303,1500,0
3495,16306,1500,0
3496,16308,1500,0
3497,16309,1500,0
3498,16310,1500,0
3499,16311,1500,0
3500,16312,1500,0
3501,16313,1500,0
3502,16316,1500,0
3503,16320,1500,0
3504,16321,1500,0
3505,16322,1500,0
3506,16326,1500,0
3507,16327,1500,0
3508,16328,1500,0
3509,16333,1500,0
3510,16334,1500,0
3511,16335,1500,0
3512,16337,1500,0
3513,16344,1500,0
3514,16345,1500,0
3515,16346,1500,0
3516,16349,1500,0
3517,16353,1500,0
3518,16354,1500,0
3519,16355,1500,0
3520,16356,1500,0
3521,16360,1500,0
3522,16366,1500,0
3523,16367,1500,0
3524,16368,1500,0
3525,16369,1500,0
3526,16374,1500,0
3527,16377,1500,0
3528,16379,1500,0
3529,16380,1500,0
3530,16382,1500,0
3531,16383,1500,0
3532,16384,1500,0
3533,16387,1500,0
3534,16388,1500,0
3535,16389,1500,0
3536,16391,1500,0
3537,16397,1500,0
3538,16399,1500,0
3539,16400,1500,0
3540,16401,1500,0
3541,16402,1500,0
3542,16405,1500,0
3543,16407,1500,0
3544,16408,1500,0
3545,16409,1500,0
3546,16410,1500,0
3547,16412,1500,0
3548,16413,1500,0
3549,16414,1500,0
3550,16415,1500,0
3551,16417,1500,0
3552,16418,1500,0
3553,16421,1500,0
3554,16423,1500,0
3555,16424,1500,0
3556,16426,1500,0
3557,16432,1500,0
3558,16433,1500,0
3559,16436,1500,0
3560,16438,1500,0
3561,16439,1500,0
3562,16441,1500,0
3563,16447,1500,0
3564,16448,1500,0
3565,16449,1500,0
3566,16451,1500,0
3567,16456,1500,0
3568,16457,1500,0
3569,16458,1500,0
3570,16460,1500,0
3571,16461,1500,0
3572,16462,1500,0
3573,16464,1500,0
3574,16465,1500,0
3575,16466,1500,0
3576,16468,1500,0
3577,16473,1500,0
3578,16476,1500,0
3579,16479,1500,0
3580,16481,1500,0
3581,16484,1500,0
3582,16488,1500,0
3583,16489,1500,0
3584,16492,1500,0
3585,16493,1500,0
3586,16494,1500,0
3587,16498,1500,0
3588,16501,1500,0
3589,16502,1500,0
3590,16503,1500,0
3591,16504,1500,0
3592,16505,1500,0
3593,16506,1500,0
3594,16507,1500,0
3595,16508,1500,0
3596,16510,1500,0
3597,16512,1500,0
3598,16515,1500,0
3599,16522,1500,0
3600,16523,1500,0
3601,16525,1500,0
3602,16526,1500,0
3603,16528,1500,0
3604,16529,1500,0
3605,16530,1500,0
3606,16532,1500,0
3607,16533,1500,0
3608,16535,1500,0
3609,16536,1500,0
3610,16537,1500,0
3611,16538,1500,0
3612,16539,1500,0
3613,16540,1500,0
3614,16542,1500,0
3615,16544,1500,0
3616,16547,1500,0
3617,16551,1500,0
3618,16552,1500,0
3619,16553,1500,0
3620,16555,1500,0
3621,16556,1500,0
3622,16557,1500,0
3623,16563,1500,0
3624,16564,1500,0
3625,16567,1500,0
3626,16568,1500,0
3627,16574,1500,0
3628,16575,1500,0
3629,16582,1500,0
3630,16585,1500,0
3631,16592,1500,0
3632,16594,1500,0
3633,16595,1500,0
3634,16596,1500,0
3635,16597,1500,0
3636,16598,1500,0
3637,16600,1500,0
3638,16601,1500,0
3639,16602,1500,0
3640,16605,1500,0
3641,16606,1500,0
3642,16607,1500,0
3643,16610,1500,0
3644,16617,1500,0
3645,16619,1500,0
3646,16620,1500,0
3647,16622,1500,0
3648,16624,1500,0
3649,16626,1500,0
3650,16627,1500,0
3651,16629,1500,0
3652,16630,1500,0
3653,16631,1500,0
3654,16632,1500,0
3655,16633,1500,0
3656,16635,1500,0
3657,16637,1500,0
3658,16640,1500,0
3659,16641,1500,0
3660,16642,1500,0
3661,16643,1500,0
3662,16646,1500,0
3663,16647,1500,0
3664,16651,1500,0
3665,16655,1500,0
3666,16656,1500,0
3667,16657,1500,0
3668,16659,1500,0
3669,16660,1500,0
3670,16661,1500,0
3671,16663,1500,0
3672,16664,1500,0
3673,16665,1500,0
3674,16668,1500,0
3675,16671,1500,0
3676,16674,1500,0
3677,16676,1500,0
3678,16677,1500,0
3679,16678,1500,0
3680,16685,1500,0
3681,16687,1500,0
3682,16688,1500,0
3683,16689,1500,0
3684,16692,1500,0
3685,16696,1500,0
3686,16699,1500,0
3687,16700,1500,0
3688,16702,1500,0
3689,16703,1500,0
3690,16704,1500,0
3691,16708,1500,0
3692,16709,1500,0
3693,16710,1500,0
3694,16712,1500,0
3695,16713,1500,0
3696,16714,1500,0
3697,16716,1500,0
3698,16720,1500,0
3699,16722,1500,0
3700,16724,1500,0
3701,16725,1500,0
3702,16726,1500,0
3703,16730,1500,0
3704,16731,1500,0
3705,16734,1500,0
3706,16736,1500,0
3707,16740,1500,0
3708,16742,1500,0
3709,16746,1500,0
3710,16748,1500,0
3711,16749,1500,0
3712,16750,1500,0
3713,16751,1500,0
3714,16753,1500,0
3715,16754,1500,0
3716,16756,1500,0
3717,16757,1500,0
3718,16759,1500,0
3719,16760,1500,0
3720,16762,1500,0
3721,16764,1500,0
3722,16771,1500,0
3723,16772,1500,0
3724,16773,1500,0
3725,16774,1500,0
3726,16776,1500,0
3727,16778,1500,0
3728,16779,1500,0
3729,16781,1500,0
3730,16785,1500,0
3731,16786,1500,0
3732,16788,1500,0
3733,16789,1500,0
3734,16790,1500,0
3735,16791,1500,0
3736,16792,1500,0
3737,16795,1500,0
3738,16796,1500,0
3739,16798,1500,0
3740,16800,1500,0
3741,16802,1500,0
3742,16806,1500,0
3743,16808,1500,0
3744,16809,1500,0
3745,16811,1500,0
3746,16816,1500,0
3747,16817,1500,0
3748,16818,1500,0
3749,16821,1500,0
3750,16822,1500,0
3751,16828,1500,0
3752,16829,1500,0
3753,16831,1500,0
3754,16832,1500,0
3755,16835,1500,0
3756,16837,1500,0
3757,16838,1500,0
3758,16839,1500,0
3759,16840,1500,0
3760,16842,1500,0
3761,16843,1500,0
3762,16844,1500,0
3763,16845,1500,0
3764,16847,1500,0
3765,16849,1500,0
3766,16850,1500,0
3767,16854,1500,0
3768,16855,1500,0
3769,16862,1500,0
3770,16864,1500,0
3771,16867,1500,0
3772,16871,1500,0
3773,16873,1500,0
3774,16876,1500,0
3775,16879,1500,0
3776,16880,1500,0
3777,16883,1500,0
3778,16884,1500,0
3779,16885,1500,0
3780,16886,1500,0
3781,16887,1500,0
3782,16892,1500,0
3783,16898,1500,0
3784,16899,1500,0
3785,16902,1500,0
3786,16903,1500,0
3787,16906,1500,0
3788,16909,1500,0
3789,16910,1500,0
3790,16911,1500,0
3791,16912,1500,0
3792,16913,1500,0
3793,16914,1500,0
3794,16916,1500,0
3795,16917,1500,0
3796,16921,1500,0
3797,16922,1500,0
3798,16927,1500,0
3799,16930,1500,0
3800,16932,1500,0
3801,16934,1500,0
3802,16935,1500,0
3803,16936,1500,0
3804,16938,1500,0
3805,16939,1500,0
3806,16941,1500,0
3807,16942,1500,0
3808,16943,1500,0
3809,16944,1500,0
3810,16945,1500,0
3811,16946,1500,0
3812,16947,1500,0
3813,16950,1500,0
3814,16951,1500,0
3815,16953,1500,0
3816,16956,1500,0
3817,16957,1500,0
3818,16958,1500,0
3819,16959,1500,0
3820,16960,1500,0
3821,16961,1500,0
3822,16962,1500,0
3823,16965,1500,0
3824,16967,1500,0
3825,16970,1500,0
3826,16971,1500,0
3827,16975,1500,0
3828,16976,1500,0
3829,16977,1500,0
3830,16981,1500,0
3831,16989,1500,0
3832,17005,1500,0
3833,17008,1500,0
3834,17009,1500,0
3835,17011,1500,0
3836,17012,1500,0
3837,17014,1500,0
3838,17015,1500,0
3839,17017,1500,0
3840,17019,1500,0
3841,17022,1500,0
3842,17023,1500,0
3843,17024,1500,0
3844,17025,1500,0
3845,17028,1500,0
3846,17029,1500,0
3847,17034,1500,0
3848,17035,1500,0
3849,17036,1500,0
3850,17037,1500,0
3851,17039,1500,0
3852,17040,1500,0
3853,17044,1500,0
3854,17046,1500,0
3855,17049,1500,0
3856,17056,1500,0
3857,17062,1500,0
3858,17063,1500,0
3859,17064,1500,0
3860,17066,1500,0
3861,17069,1500,0
3862,17070,1500,0
3863,17072,1500,0
3864,17074,1500,0
3865,17075,1500,0
3866,17076,1500,0
3867,17077,1500,0
3868,17080,1500,0
3869,17082,1500,0
3870,17086,1500,0
3871,17089,1500,0
3872,17094,1500,0
3873,17097,1500,0
3874,17101,1500,0
3875,17103,1500,0
3876,17104,1500,0
3877,17106,1500,0
3878,17108,1500,0
3879,17111,1500,0
3880,17112,1500,0
3881,17113,1500,0
3882,17114,1500,0
3883,17115,1500,0
3884,17116,1500,0
3885,17117,1500,0
3886,17121,1500,0
3887,17125,1500,0
3888,17126,1500,0
3889,17127,1500,0
3890,17133,1500,0
3891,17134,1500,0
3892,17139,1500,0
3893,17142,1500,0
3894,17143,1500,0
3895,17150,1500,0
3896,17153,1500,0
3897,17155,1500,0
3898,17156,1500,0
3899,17157,1500,0
3900,17159,1500,0
3901,17160,1500,0
3902,17164,1500,0
3903,17165,1500,0
3904,17167,1500,0
3905,17176,1500,0
3906,17178,1500,0
3907,17181,1500,0
3908,17182,1500,0
3909,17185,1500,0
3910,17186,1500,0
3911,17189,1500,0
3912,17190,1500,0
3913,17191,1500,0
3914,17195,1500,0
3915,17197,1500,0
3916,17198,1500,0
3917,17200,1500,0
3918,17203,1500,0
3919,17204,1500,0
3920,17206,1500,0
3921,17207,1500,0
3922,17210,1500,0
3923,17214,1500,0
3924,17218,1500,0
3925,17219,1500,0
3926,17221,1500,0
3927,17222,1500,0
3928,17223,1500,0
3929,17224,1500,0
3930,17226,1500,0
3931,17227,1500,0
3932,17228,1500,0
3933,17229,1500,0
3934,17230,1500,0
3935,17232,1500,0
3936,17233,1500,0
3937,17235,1500,0
3938,17238,1500,0
3939,17239,1500,0
3940,17240,1500,0
3941,17241,1500,0
3942,17242,1500,0
3943,17243,1500,0
3944,17245,1500,0
3945,17246,1500,0
3946,17251,1500,0
3947,17252,1500,0
3948,17253,1500,0
3949,17257,1500,0
3950,17258,1500,0
3951,17259,1500,0
3952,17262,1500,0
3953,17264,1500,0
3954,17268,1500,0
3955,17280,1500,0
3956,17282,1500,0
3957,17283,1500,0
3958,17286,1500,0
3959,17287,1500,0
3960,17288,1500,0
3961,17289,1500,0
3962,17290,1500,0
3963,17291,1500,0
3964,17294,1500,0
3965,17297,1500,0
3966,17298,1500,0
3967,17299,1500,0
3968,17300,1500,0
3969,17301,1500,0
3970,17302,1500,0
3971,17303,1500,0
3972,17304,1500,0
3973,17305,1500,0
3974,17306,1500,0
3975,17307,1500,0
3976,17313,1500,0
3977,17315,1500,0
3978,17317,1500,0
3979,17318,1500,0
3980,17319,1500,0
3981,17320,1500,0
3982,17322,1500,0
3983,17324,1500,0
3984,17329,1500,0
3985,17332,1500,0
3986,17333,1500,0
3987,17334,1500,0
3988,17335,1500,0
3989,17337,1500,0
3990,17338,1500,0
3991,17340,1500,0
3992,17341,1500,0
3993,17344,1500,0
3994,17345,1500,0
3995,17346,1500,0
3996,17348,1500,0
3997,17349,1500,0
3998,17352,1500,0
3999,17357,1500,0
4000,17363,1500,0
4001,17364,1500,0
4002,17365,1500,0
4003,17366,1500,0
4004,17367,1500,0
4005,17368,1500,0
4006,17377,1500,0
4007,17378,1500,0
4008,17379,1500,0
4009,17383,1500,0
4010,17384,1500,0
4011,17385,1500,0
4012,17388,1500,0
4013,17390,1500,0
4014,17391,1500,0
4015,17392,1500,0
4016,17393,1500,0
4017,17394,1500,0
4018,17401,1500,0
4019,17403,1500,0
4020,17406,1500,0
4021,17413,1500,0
4022,17415,1500,0
4023,17420,1500,0
4024,17421,1500,0
4025,17423,1500,0
4026,17424,1500,0
4027,17426,1500,0
4028,17430,1500,0
4029,17438,1500,0
4030,17440,1500,0
4031,17445,1500,0
4032,17449,1500,0
4033,17453,1500,0
4034,17455,1500,0
4035,17456,1500,0
4036,17457,1500,0
4037,17458,1500,0
4038,17460,1500,0
4039,17461,1500,0
4040,17462,1500,0
4041,17465,1500,0
4042,17473,1500,0
4043,17476,1500,0
4044,17477,1500,0
4045,17479,1500,0
4046,17480,1500,0
4047,17481,1500,0
4048,17482,1500,0
4049,17483,1500,0
4050,17488,1500,0
4051,17493,1500,0
4052,17496,1500,0
4053,17497,1500,0
4054,17499,1500,0
4055,17502,1500,0
4056,17503,1500,0
4057,17504,1500,0
4058,17506,1500,0
4059,17511,1500,0
4060,17512,1500,0
4061,17513,1500,0
4062,17516,1500,0
4063,17517,1500,0
4064,17520,1500,0
4065,17521,1500,0
4066,17522,1500,0
4067,17524,1500,0
4068,17532,1500,0
4069,17533,1500,0
4070,17543,1500,0
4071,17545,1500,0
4072,17546,1500,0
4073,17548,1500,0
4074,17549,1500,0
4075,17556,1500,0
4076,17558,1500,0
4077,17560,1500,0
4078,17561,1500,0
4079,17562,1500,0
4080,17563,1500,0
4081,17564,1500,0
4082,17567,1500,0
4083,17571,1500,0
4084,17573,1500,0
4085,17575,1500,0
4086,17576,1500,0
4087,17579,1500,0
4088,17583,1500,0
4089,17584,1500,0
4090,17589,1500,0
4091,17590,1500,0
4092,17593,1500,0
4093,17594,1500,0
4094,17595,1500,0
4095,17596,1500,0
4096,17600,1500,0
4097,17601,1500,0
4098,17602,1500,0
4099,17603,1500,0
4100,17604,1500,0
4101,17609,1500,0
4102,17610,1500,0
4103,17613,1500,0
4104,17615,1500,0
4105,17621,1500,0
4106,17624,1500,0
4107,17625,1500,0
4108,17626,1500,0
4109,17627,1500,0
4110,17628,1500,0
4111,17629,1500,0
4112,17630,1500,0
4113,17632,1500,0
4114,17637,1500,0
4115,17640,1500,0
4116,17641,1500,0
4117,17642,1500,0
4118,17648,1500,0
4119,17651,1500,0
4120,17652,1500,0
4121,17653,1500,0
4122,17657,1500,0
4123,17658,1500,0
4124,17670,1500,0
4125,17682,1500,0
4126,17694,1500,0
4127,17700,1500,0
4128,17702,1500,0
4129,17703,1500,0
4130,17704,1500,0
4131,17709,1500,0
4132,17710,1500,0
4133,17711,1500,0
4134,17713,1500,0
4135,17715,1500,0
4136,17717,1500,0
4137,17719,1500,0
4138,17725,1500,0
4139,17727,1500,0
4140,17728,1500,0
4141,17729,1500,0
4142,17730,1500,0
4143,17731,1500,0
4144,17739,1500,0
4145,17742,1500,0
4146,17746,1500,0
4147,17747,1500,0
4148,17748,1500,0
4149,17753,1500,0
4150,17754,1500,0
4151,17755,1500,0
4152,17758,1500,0
4153,17759,1500,0
4154,17766,1500,0
4155,17768,1500,0
4156,17770,1500,0
4157,17772,1500,0
4158,17774,1500,0
4159,17775,1500,0
4160,17776,1500,0
4161,17778,1500,0
4162,17787,1500,0
4163,17792,1500,0
4164,17796,1500,0
4165,17799,1500,0
4166,17800,1500,0
4167,17801,1500,0
4168,17802,1500,0
4169,17824,1500,0
4170,17835,1500,0
4171,17837,1500,0
4172,17843,1500,0
4173,17844,1500,0
4174,17847,1500,0
4175,17851,1500,0
4176,17852,1500,0
4177,17853,1500,0
4178,17854,1500,0
4179,17855,1500,0
4180,17857,1500,0
4181,17860,1500,0
4182,17861,1500,0
4183,17865,1500,0
4184,17868,1500,0
4185,17869,1500,0
4186,17870,1500,0
4187,17871,1500,0
4188,17873,1500,0
4189,17875,1500,0
4190,17878,1500,0
4191,17879,1500,0
4192,17880,1500,0
4193,17881,1500,0
4194,17882,1500,0
4195,17883,1500,0
4196,17884,1500,0
4197,17893,1500,0
4198,17895,1500,0
4199,17922,1500,0
4200,17931,1500,0
4201,17955,1500,0
4202,17962,1500,0
4203,17964,1500,0
4204,17965,1500,0
4205,17967,1500,0
4206,17969,1500,0
4207,17971,1500,0
4208,17973,1500,0
4209,17975,1500,0
4210,17977,1500,0
4211,17978,1500,0
4212,17980,1500,0
4213,17985,1500,0
4214,17986,1500,0
4215,17988,1500,0
4216,17992,1500,0
4217,17993,1500,0
4218,17994,1500,0
4219,18002,1500,0
4220,18003,1500,0
4221,18008,1500,0
4222,18009,1500,0
4223,18011,1500,0
4224,18013,1500,0
4225,18014,1500,0
4226,18015,1500,0
4227,18017,1500,0
4228,18018,1500,0
4229,18024,1500,0
4230,18025,1500,0
4231,18026,1500,0
4232,18027,1500,0
4233,18030,1500,0
4234,18031,1500,0
4235,18035,1500,0
4236,18038,1500,0
4237,18039,1500,0
4238,18040,1500,0
4239,18045,1500,0
4240,18050,1500,0
4241,18051,1500,0
4242,18052,1500,0
4243,18053,1500,0
4244,18054,1500,0
4245,18061,1500,0
4246,18062,1500,0
4247,18063,1500,0
4248,18064,1500,0
4249,18065,1500,0
4250,18066,1500,0
4251,18069,1500,0
4252,18071,1500,0
4253,18072,1500,0
4254,18075,1500,0
4255,18078,1500,0
4256,18079,1500,0
4257,18082,1500,0
4258,18087,1500,0
4259,18092,1500,0
4260,18093,1500,0
4261,18094,1500,0
4262,18095,1500,0
4263,18097,1500,0
4264,18098,1500,0
4265,18099,1500,0
4266,18100,1500,0
4267,18103,1500,0
4268,18104,1500,0
4269,18107,1500,0
4270,18108,1500,0
4271,18110,1500,0
4272,18111,1500,0
4273,18115,1500,0
4274,18116,1500,0
4275,18118,1500,0
4276,18119,1500,0
4277,18120,1500,0
4278,18121,1500,0
4279,18127,1500,0
4280,18133,1500,0
4281,18134,1500,0
4282,18137,1500,0
4283,18138,1500,0
4284,18139,1500,0
4285,18140,1500,0
4286,18142,1500,0
4287,18145,1500,0
4288,18147,1500,0
4289,18149,1500,0
4290,18151,1500,0
4291,18153,1500,0
4292,18155,1500,0
4293,18156,1500,0
4294,18158,1500,0
4295,18160,1500,0
4296,18167,1500,0
4297,18172,1500,0
4298,18174,1500,0
4299,18175,1500,0
4300,18180,1500,0
4301,18183,1500,0
4302,18185,1500,0
4303,18187,1500,0
4304,18188,1500,0
4305,18190,1500,0
4306,18196,1500,0
4307,18200,1500,0
4308,18203,1500,0
4309,18205,1500,0
4310,18208,1500,0
4311,18209,1500,0
4312,18211,1500,0
4313,18215,1500,0
4314,18218,1500,0
4315,18219,1500,0
4316,18220,1500,0
4317,18221,1500,0
4318,18223,1500,0
4319,18224,1500,0
4320,18225,1500,0
4321,18227,1500,0
4322,18228,1500,0
4323,18230,1500,0
4324,18231,1500,0
4325,18233,1500,0
4326,18236,1500,0
4327,18238,1500,0
4328,18239,1500,0
4329,18240,1500,0
4330,18241,1500,0
4331,18244,1500,0
4332,18245,1500,0
4333,18246,1500,0
4334,18247,1500,0
4335,18248,1500,0
4336,18249,1500,0
4337,18251,1500,0
4338,18253,1500,0
4339,18254,1500,0
4340,18255,1500,0
4341,18258,1500,0
4342,18260,1500,0
4343,18263,1500,0
4344,18264,1500,0
4345,18265,1500,0
4346,18267,1500,0
4347,18268,1500,0
4348,18270,1500,0
4349,18271,1500,0
4350,18272,1500,0
4351,18273,1500,0
4352,18274,1500,0
4353,18275,1500,0
4354,18278,1500,0
4355,18280,1500,0
4356,18282,1500,0
4357,18284,1500,0
4358,18286,1500,0
4359,18287,1500,0
4360,18290,1500,0
4361,18291,1500,0
4362,18292,1500,0
4363,18294,1500,0
4364,18295,1500,0
4365,18302,1500,0
4366,18304,1500,0
4367,18305,1500,0
4368,18306,1500,0
4369,18307,1500,0
4370,18308,1500,0
4371,18309,1500,0
4372,18310,1500,0
4373,18311,1500,0
4374,18312,1500,0
4375,18313,1500,0
4376,18315,1500,0
4377,18317,1500,0
4378,18318,1500,0
4379,18326,1500,0
4380,18327,1500,0
4381,18328,1500,0
4382,18335,1500,0
4383,18338,1500,0
4384,18339,1500,0
4385,18340,1500,0
4386,18341,1500,0
4387,18342,1500,0
4388,18346,1500,0
4389,18347,1500,0
4390,18348,1500,0
4391,18350,1500,0
4392,18351,1500,0
4393,18355,1500,0
4394,18358,1500,0
4395,18359,1500,0
4396,18360,1500,0
4397,18361,1500,0
